datum,atc_code,daily_sales,date,medicine_name,past_7_day_sales,past_30_day_avg_sales,next_7_day_demand,month,live_temp,live_humidity,is_rainy,fever_trend,cold_trend,dengue_trend,allergy_trend,current_stock,days_to_expiry,price_per_unit
1/14/2015,N05B,20.0,2015-01-14,Alprazolam,103.0,14.233333333333333,119.0,1,23.44139826791239,51.78571509216549,0,81,75,8,19,58,258,120
1/15/2015,N05B,13.0,2015-01-15,Alprazolam,123.0,14.433333333333334,116.0,1,22.97035678488485,52.11036363325795,0,68,81,18,34,86,33,120
1/16/2015,N05B,16.0,2015-01-16,Alprazolam,123.0,14.1,122.0,1,20.973339396870728,50.34080607793365,0,80,62,15,17,80,309,120
1/17/2015,N05B,18.0,2015-01-17,Alprazolam,106.0,14.066666666666666,120.0,1,20.008301989780854,46.789092752856064,0,64,66,8,24,140,228,120
1/18/2015,N05B,16.0,2015-01-18,Alprazolam,110.0,14.366666666666667,133.0,1,21.567200648977305,48.41765290122364,0,72,80,0,32,93,120,120
1/19/2015,N05B,12.0,2015-01-19,Alprazolam,115.0,14.9,128.0,1,24.273120723022313,49.8190018327398,0,89,84,2,32,84,89,120
1/20/2015,N05B,24.0,2015-01-20,Alprazolam,109.0,15.0,131.0,1,23.719730738099557,52.06548364994628,0,76,70,15,28,35,33,120
1/21/2015,N05B,17.0,2015-01-21,Alprazolam,119.0,15.6,121.0,1,20.33150879549413,45.24953179666065,0,50,66,7,34,53,139,120
1/22/2015,N05B,19.0,2015-01-22,Alprazolam,116.0,14.733333333333333,122.0,1,20.24836387615012,48.30858960708687,0,71,81,11,19,27,63,120
1/23/2015,N05B,14.0,2015-01-23,Alprazolam,122.0,14.933333333333334,119.0,1,23.91202577451923,48.791982320173396,0,57,71,6,22,98,202,120
1/24/2015,N05B,31.0,2015-01-24,Alprazolam,120.0,14.866666666666667,124.0,1,20.296546142863257,49.75033526179091,0,54,69,5,27,52,304,120
1/25/2015,N05B,11.0,2015-01-25,Alprazolam,133.0,15.366666666666667,105.0,1,22.76394298546301,46.09602414792546,0,73,78,8,21,121,20,120
1/26/2015,N05B,15.0,2015-01-26,Alprazolam,128.0,14.9,101.0,1,21.075893176995514,49.34740166488,0,82,75,13,20,144,242,120
1/27/2015,N05B,14.0,2015-01-27,Alprazolam,131.0,14.533333333333333,100.0,1,24.425567386782525,49.068549307062234,0,61,63,15,23,88,115,120
1/28/2015,N05B,18.0,2015-01-28,Alprazolam,121.0,14.5,104.0,1,20.844362801293183,46.88722438553103,0,53,65,18,22,108,183,120
1/29/2015,N05B,16.0,2015-01-29,Alprazolam,122.0,14.933333333333334,92.0,1,23.71504229530874,49.64609724749395,0,64,65,5,34,58,190,120
1/30/2015,N05B,19.0,2015-01-30,Alprazolam,119.0,14.866666666666667,88.0,1,22.27728798109055,48.37649270964349,0,58,77,6,16,10,354,120
1/31/2015,N05B,12.0,2015-01-31,Alprazolam,124.0,15.033333333333333,76.0,1,22.37829228135143,51.486758427529125,0,62,94,14,28,145,117,120
2/1/2015,N05B,7.0,2015-02-01,Alprazolam,105.0,15.433333333333334,73.0,2,22.044537127972898,42.344017316986985,0,26,86,14,11,15,74,120
2/2/2015,N05B,14.0,2015-02-02,Alprazolam,101.0,15.233333333333333,74.0,2,21.695629970191423,45.26950236638537,0,13,62,4,32,64,342,120
2/3/2015,N05B,18.0,2015-02-03,Alprazolam,100.0,15.333333333333334,68.0,2,24.66915108959903,42.574833488312194,0,31,65,14,14,140,124,120
2/4/2015,N05B,6.0,2015-02-04,Alprazolam,104.0,15.8,61.0,2,25.37035909512492,43.20073728552356,0,15,88,8,10,57,211,120
2/5/2015,N05B,12.0,2015-02-05,Alprazolam,92.0,15.533333333333333,71.0,2,23.312203258393414,45.891874883116216,0,12,87,11,33,65,125,120
2/6/2015,N05B,7.0,2015-02-06,Alprazolam,88.0,15.5,70.0,2,23.366959884285485,45.70415319852647,0,37,87,11,24,96,85,120
2/7/2015,N05B,9.0,2015-02-07,Alprazolam,76.0,15.733333333333333,74.0,2,25.8422089447392,43.74893345226492,0,18,85,9,26,37,160,120
2/8/2015,N05B,8.0,2015-02-08,Alprazolam,73.0,15.6,78.0,2,25.844281720685697,44.191768145001994,0,14,79,14,15,138,343,120
2/9/2015,N05B,8.0,2015-02-09,Alprazolam,74.0,14.766666666666667,77.0,2,24.79338840941811,40.63918066467143,0,18,75,15,18,116,71,120
2/10/2015,N05B,11.0,2015-02-10,Alprazolam,68.0,14.566666666666666,73.0,2,26.17030258177911,49.2082929317421,0,22,83,19,32,33,329,120
2/11/2015,N05B,16.0,2015-02-11,Alprazolam,61.0,14.566666666666666,65.0,2,23.23869655641978,47.06236919363408,0,11,72,11,21,52,311,120
2/12/2015,N05B,11.0,2015-02-12,Alprazolam,71.0,14.5,53.0,2,24.466097624369542,46.95434415261332,0,12,91,3,16,53,109,120
2/13/2015,N05B,11.0,2015-02-13,Alprazolam,70.0,14.4,44.0,2,27.471816408675508,40.214903349131355,0,37,67,11,20,63,105,120
2/14/2015,N05B,13.0,2015-02-14,Alprazolam,74.0,14.1,38.0,2,25.102483194909727,43.21353002253214,0,16,70,17,17,42,130,120
2/15/2015,N05B,7.0,2015-02-15,Alprazolam,78.0,14.1,34.0,2,25.1894687718805,43.99636191322913,0,30,72,16,13,58,251,120
2/16/2015,N05B,4.0,2015-02-16,Alprazolam,77.0,13.8,34.0,2,28.45891987895161,39.206815523897966,0,39,88,1,32,36,262,120
2/17/2015,N05B,3.0,2015-02-17,Alprazolam,73.0,13.333333333333334,39.0,2,22.900986751226846,47.66985028822826,0,21,88,9,28,39,256,120
2/18/2015,N05B,4.0,2015-02-18,Alprazolam,65.0,12.9,47.0,2,26.194645549963166,49.36165346564441,0,34,93,12,32,106,318,120
2/19/2015,N05B,2.0,2015-02-19,Alprazolam,53.0,12.633333333333333,51.0,2,27.49597941971215,51.18580486801084,0,27,78,18,25,23,208,120
2/20/2015,N05B,5.0,2015-02-20,Alprazolam,44.0,11.9,62.0,2,24.512713110252182,41.86234851744679,0,18,75,8,16,48,328,120
2/21/2015,N05B,9.0,2015-02-21,Alprazolam,38.0,11.5,58.0,2,26.28944618028227,45.35197049050282,0,22,90,19,26,27,284,120
2/22/2015,N05B,7.0,2015-02-22,Alprazolam,34.0,11.166666666666666,58.0,2,23.526970754183644,48.968454807451266,0,20,86,5,21,30,56,120
2/23/2015,N05B,9.0,2015-02-23,Alprazolam,34.0,10.933333333333334,54.0,2,23.969901406648972,44.23914456315914,0,22,73,19,21,53,85,120
2/24/2015,N05B,11.0,2015-02-24,Alprazolam,39.0,10.2,51.0,2,25.577449624071452,43.299036258471965,0,17,88,3,27,105,183,120
2/25/2015,N05B,8.0,2015-02-25,Alprazolam,47.0,10.2,54.0,2,26.197850009665885,39.40194697936653,0,30,82,10,30,139,177,120
2/26/2015,N05B,13.0,2015-02-26,Alprazolam,51.0,9.966666666666667,50.0,2,26.68140476860937,48.39786737331525,0,24,87,0,28,70,32,120
2/27/2015,N05B,1.0,2015-02-27,Alprazolam,62.0,9.933333333333334,39.0,2,27.354442880409238,44.942217731779905,0,23,69,19,13,15,186,120
2/28/2015,N05B,9.0,2015-02-28,Alprazolam,58.0,9.366666666666667,42.0,2,24.898830162167226,42.81197442311081,0,26,85,15,32,20,189,120
3/1/2015,N05B,3.0,2015-03-01,Alprazolam,58.0,9.133333333333333,33.0,3,31.79041763275888,40.85157186948658,0,22,28,1,65,100,136,120
3/2/2015,N05B,6.0,2015-03-02,Alprazolam,54.0,8.6,39.0,3,29.486542734826276,40.459016119535995,0,20,24,10,54,96,116,120
3/3/2015,N05B,14.0,2015-03-03,Alprazolam,51.0,8.4,43.0,3,31.3531369673824,40.504777307063776,0,19,17,7,79,105,161,120
3/4/2015,N05B,4.0,2015-03-04,Alprazolam,54.0,8.633333333333333,35.0,3,30.31123319677827,39.348705813019976,0,26,12,19,56,84,26,120
3/5/2015,N05B,2.0,2015-03-05,Alprazolam,50.0,8.3,40.0,3,30.668516860622887,44.8670744762901,0,38,38,0,75,68,296,120
3/6/2015,N05B,4.0,2015-03-06,Alprazolam,39.0,7.766666666666667,43.0,3,30.635261811033057,39.599020800212735,0,21,19,1,72,114,19,120
3/7/2015,N05B,0.0,2015-03-07,Alprazolam,42.0,7.7,50.0,3,27.592942485303283,44.857966228969914,0,32,32,6,51,11,138,120
3/8/2015,N05B,9.0,2015-03-08,Alprazolam,33.0,7.3,59.0,3,28.31381721170884,41.692350779200595,0,11,35,18,61,112,282,120
3/9/2015,N05B,10.0,2015-03-09,Alprazolam,39.0,7.366666666666666,53.0,3,30.153812159726282,41.05351042828519,0,10,16,12,65,44,150,120
3/10/2015,N05B,6.0,2015-03-10,Alprazolam,43.0,7.4,51.0,3,27.46908138053825,39.660175740165535,0,24,15,12,71,86,99,120
3/11/2015,N05B,9.0,2015-03-11,Alprazolam,35.0,7.333333333333333,54.0,3,31.246816654799634,42.92187008063776,0,36,38,4,50,61,30,120
3/12/2015,N05B,5.0,2015-03-12,Alprazolam,40.0,7.366666666666666,50.0,3,31.307333949432213,40.338975302733985,0,28,32,1,57,51,153,120
3/13/2015,N05B,11.0,2015-03-13,Alprazolam,43.0,7.166666666666667,52.0,3,30.490755829316686,37.20360635465941,0,27,21,5,62,15,357,120
3/14/2015,N05B,9.0,2015-03-14,Alprazolam,50.0,7.0,54.0,3,28.318298980863116,37.1035234270059,0,12,29,15,52,66,25,120
3/15/2015,N05B,3.0,2015-03-15,Alprazolam,59.0,6.933333333333334,49.0,3,32.070208408302776,41.267453865802814,0,34,14,19,55,138,220,120
3/16/2015,N05B,8.0,2015-03-16,Alprazolam,53.0,6.666666666666667,55.0,3,33.05581595957754,37.27786334450051,0,18,26,8,79,119,282,120
3/17/2015,N05B,9.0,2015-03-17,Alprazolam,51.0,6.5,52.0,3,30.22061524116896,39.8133068290825,0,39,34,2,50,58,58,120
3/18/2015,N05B,5.0,2015-03-18,Alprazolam,54.0,6.566666666666666,51.0,3,30.765803067676856,43.17155361565327,0,34,13,8,71,44,313,120
3/19/2015,N05B,7.0,2015-03-19,Alprazolam,50.0,6.6,56.0,3,30.302607982194065,40.911910533683,0,31,27,16,76,45,203,120
3/20/2015,N05B,13.0,2015-03-20,Alprazolam,52.0,6.733333333333333,59.0,3,30.7955537834982,37.83359538901376,0,22,38,10,57,42,48,120
3/21/2015,N05B,4.0,2015-03-21,Alprazolam,54.0,7.033333333333333,49.0,3,29.820661865060405,44.22996253484842,0,20,14,17,63,114,136,120
3/22/2015,N05B,9.0,2015-03-22,Alprazolam,49.0,7.1,51.0,3,29.948153640234295,41.643625710984104,0,38,23,14,71,35,61,120
3/23/2015,N05B,5.0,2015-03-23,Alprazolam,55.0,7.233333333333333,49.0,3,31.35857640074605,43.05337896161227,0,28,10,14,56,36,59,120
3/24/2015,N05B,8.0,2015-03-24,Alprazolam,52.0,7.1,48.0,3,33.51843624284466,33.197324970372094,0,31,25,1,79,87,288,120
3/25/2015,N05B,10.0,2015-03-25,Alprazolam,51.0,7.133333333333334,45.0,3,27.899893148397393,40.99255863478824,0,25,15,7,60,118,35,120
3/26/2015,N05B,10.0,2015-03-26,Alprazolam,56.0,7.166666666666667,42.0,3,29.84428127339555,42.52647350913968,0,36,33,8,75,126,77,120
3/27/2015,N05B,3.0,2015-03-27,Alprazolam,59.0,7.133333333333334,35.0,3,28.229309272151877,45.100865926893974,0,28,25,17,50,65,95,120
3/28/2015,N05B,6.0,2015-03-28,Alprazolam,49.0,6.966666666666667,44.0,3,32.38803734786413,35.608544247546874,0,17,33,14,65,46,82,120
3/29/2015,N05B,7.0,2015-03-29,Alprazolam,51.0,6.733333333333333,45.0,3,29.118393046020152,43.618343767583596,0,21,22,7,71,89,241,120
3/30/2015,N05B,4.0,2015-03-30,Alprazolam,49.0,6.933333333333334,42.0,3,27.83519880932131,44.93314085710374,0,30,25,9,56,69,221,120
3/31/2015,N05B,5.0,2015-03-31,Alprazolam,48.0,6.766666666666667,42.0,3,30.95728049827286,33.94813306816306,0,11,43,2,64,28,133,120
4/1/2015,N05B,7.0,2015-04-01,Alprazolam,45.0,6.833333333333333,45.0,4,36.61646667211467,46.435773329609226,0,14,38,11,60,113,177,120
4/2/2015,N05B,3.0,2015-04-02,Alprazolam,42.0,6.866666666666666,49.0,4,34.99539680284114,46.852862443022104,0,23,22,9,72,45,295,120
4/3/2015,N05B,12.0,2015-04-03,Alprazolam,35.0,6.5,54.0,4,34.30719681592288,44.01897701204428,0,25,18,16,53,120,278,120
4/4/2015,N05B,7.0,2015-04-04,Alprazolam,44.0,6.766666666666667,47.0,4,34.61371138416399,43.52971661980113,0,28,35,6,69,38,213,120
4/5/2015,N05B,4.0,2015-04-05,Alprazolam,45.0,6.933333333333334,49.0,4,36.12226099423833,47.003561739863464,0,11,34,7,60,133,42,120
4/6/2015,N05B,4.0,2015-04-06,Alprazolam,42.0,6.933333333333334,45.0,4,32.688701094978775,43.155054739768104,0,19,12,0,72,117,354,120
4/7/2015,N05B,8.0,2015-04-07,Alprazolam,42.0,7.066666666666666,46.0,4,33.83222934387053,44.348252014745704,0,19,13,12,58,67,331,120
4/8/2015,N05B,11.0,2015-04-08,Alprazolam,45.0,7.033333333333333,43.0,4,33.3209647772357,47.437304702471764,0,17,32,0,56,50,115,120
4/9/2015,N05B,8.0,2015-04-09,Alprazolam,49.0,7.066666666666666,47.0,4,32.248202039062434,50.26212915098059,0,21,17,16,64,24,114,120
4/10/2015,N05B,5.0,2015-04-10,Alprazolam,54.0,7.133333333333334,46.0,4,33.5074371108748,46.61395281762606,0,34,21,11,74,16,120,120
4/11/2015,N05B,9.0,2015-04-11,Alprazolam,47.0,7.0,47.0,4,35.661581643973676,45.400453486243535,0,28,21,2,62,18,87,120
4/12/2015,N05B,0.0,2015-04-12,Alprazolam,49.0,7.133333333333334,39.0,4,34.84990322258909,43.450807546017685,0,36,30,12,77,118,154,120
4/13/2015,N05B,5.0,2015-04-13,Alprazolam,45.0,6.766666666666667,42.0,4,34.9664657501623,41.96819987804683,0,38,28,18,51,146,324,120
4/14/2015,N05B,5.0,2015-04-14,Alprazolam,46.0,6.633333333333334,50.0,4,34.21971341747998,48.32873472450285,0,19,21,17,78,21,304,120
4/15/2015,N05B,15.0,2015-04-15,Alprazolam,43.0,6.7,54.0,4,34.78498567409288,44.53965044661935,0,13,21,17,66,50,45,120
4/16/2015,N05B,7.0,2015-04-16,Alprazolam,47.0,6.933333333333334,42.0,4,32.79911448647784,48.45210982400019,0,16,42,2,73,148,215,120
4/17/2015,N05B,6.0,2015-04-17,Alprazolam,46.0,6.866666666666666,43.0,4,33.53573517110916,44.01134436601362,0,16,39,5,64,89,156,120
4/18/2015,N05B,1.0,2015-04-18,Alprazolam,47.0,6.9,42.0,4,34.288006355453014,43.05213401591696,0,24,20,2,62,12,67,120
4/19/2015,N05B,3.0,2015-04-19,Alprazolam,39.0,6.7,44.0,4,34.41627378832283,46.262396666482545,0,27,28,0,76,68,194,120
4/20/2015,N05B,13.0,2015-04-20,Alprazolam,42.0,6.366666666666666,46.0,4,34.48028178238281,44.7703921821948,0,22,37,19,52,33,132,120
4/21/2015,N05B,9.0,2015-04-21,Alprazolam,50.0,6.666666666666667,43.0,4,33.79249707697543,41.383414186167784,0,10,35,19,77,10,183,120
4/22/2015,N05B,3.0,2015-04-22,Alprazolam,54.0,6.666666666666667,41.0,4,33.433864898304506,50.45210498934554,0,12,32,12,79,118,308,120
4/23/2015,N05B,8.0,2015-04-23,Alprazolam,42.0,6.6,40.0,4,38.73665692456645,43.11904867868509,0,11,12,19,50,16,240,120
4/24/2015,N05B,5.0,2015-04-24,Alprazolam,43.0,6.6,39.0,4,35.3601809093986,47.78277456352264,0,17,20,5,68,114,60,120
4/25/2015,N05B,3.0,2015-04-25,Alprazolam,42.0,6.433333333333334,38.0,4,34.61972121392893,47.525569888189445,0,20,37,2,72,42,157,120
4/26/2015,N05B,5.0,2015-04-26,Alprazolam,44.0,6.2,41.0,4,33.65018725269041,41.22161170525693,0,30,31,10,65,107,291,120
4/27/2015,N05B,10.0,2015-04-27,Alprazolam,46.0,6.266666666666667,40.0,4,33.323171759584184,41.99283706615054,0,23,24,1,52,142,270,120
4/28/2015,N05B,7.0,2015-04-28,Alprazolam,43.0,6.4,35.0,4,33.80379910940957,44.09547198089962,0,34,43,9,77,48,152,120
4/29/2015,N05B,2.0,2015-04-29,Alprazolam,41.0,6.4,34.0,4,34.43924326538003,42.40306036626505,0,32,41,17,58,101,96,120
4/30/2015,N05B,7.0,2015-04-30,Alprazolam,40.0,6.333333333333333,43.0,4,31.17934668390538,50.179369115636064,0,21,12,16,67,70,80,120
5/1/2015,N05B,4.0,2015-05-01,Alprazolam,39.0,6.4,40.0,5,32.645915606937976,54.39947308960446,0,10,19,18,16,147,170,120
5/2/2015,N05B,6.0,2015-05-02,Alprazolam,38.0,6.3,44.0,5,34.044676416591564,57.66924712844221,0,15,11,4,28,101,148,120
5/3/2015,N05B,4.0,2015-05-03,Alprazolam,41.0,6.4,49.0,5,35.31070915516785,56.54091216700061,0,13,31,4,15,40,118,120
5/4/2015,N05B,5.0,2015-05-04,Alprazolam,40.0,6.133333333333334,48.0,5,34.64109027927222,55.79206734698906,0,35,13,1,24,113,200,120
5/5/2015,N05B,6.0,2015-05-05,Alprazolam,35.0,6.066666666666666,46.0,5,37.21718183914923,55.12096363221876,0,39,33,14,21,94,115,120
5/6/2015,N05B,11.0,2015-05-06,Alprazolam,34.0,6.133333333333334,53.0,5,32.77640481950635,58.71139212336609,0,26,39,0,25,33,340,120
5/7/2015,N05B,4.0,2015-05-07,Alprazolam,43.0,6.366666666666666,47.0,5,33.872981795594946,52.52472107999495,0,27,10,14,16,77,327,120
5/8/2015,N05B,8.0,2015-05-08,Alprazolam,40.0,6.233333333333333,44.0,5,37.28013761148665,60.17900593136976,0,26,28,14,25,62,139,120
5/9/2015,N05B,11.0,2015-05-09,Alprazolam,44.0,6.133333333333334,44.0,5,35.19667898701272,51.138330458487715,0,19,37,1,13,120,362,120
5/10/2015,N05B,3.0,2015-05-10,Alprazolam,49.0,6.233333333333333,37.0,5,36.32726387420174,57.34453517686727,0,14,25,3,14,96,242,120
5/11/2015,N05B,3.0,2015-05-11,Alprazolam,48.0,6.166666666666667,34.0,5,38.07687041490419,50.78450842018065,0,14,30,5,15,103,161,120
5/12/2015,N05B,13.0,2015-05-12,Alprazolam,46.0,5.966666666666667,37.0,5,33.95929337314727,54.052883343319124,0,29,41,9,17,57,289,120
5/13/2015,N05B,5.0,2015-05-13,Alprazolam,53.0,6.4,32.0,5,34.85102849331195,55.2799298141829,0,10,10,5,17,59,326,120
5/14/2015,N05B,1.0,2015-05-14,Alprazolam,47.0,6.4,39.0,5,34.59135964860369,53.53991395351146,0,39,11,15,24,124,27,120
5/15/2015,N05B,8.0,2015-05-15,Alprazolam,44.0,6.266666666666667,43.0,5,32.068110493275086,54.45499129114933,0,10,40,2,28,33,82,120
5/16/2015,N05B,4.0,2015-05-16,Alprazolam,44.0,6.033333333333333,43.0,5,34.53440479436605,50.83908865620762,0,25,27,8,10,11,137,120
5/17/2015,N05B,0.0,2015-05-17,Alprazolam,37.0,5.933333333333334,49.0,5,36.321593281070996,52.037648593829346,0,23,26,9,10,74,186,120
5/18/2015,N05B,6.0,2015-05-18,Alprazolam,34.0,5.733333333333333,54.0,5,35.810884312718365,56.494794121587645,0,37,17,5,16,30,270,120
5/19/2015,N05B,8.0,2015-05-19,Alprazolam,37.0,5.9,59.0,5,35.928624754082016,55.08901547493233,0,39,19,1,10,40,180,120
5/20/2015,N05B,12.0,2015-05-20,Alprazolam,32.0,6.066666666666666,62.0,5,34.43673652904075,52.92841592253548,0,32,42,10,27,65,128,120
5/21/2015,N05B,5.0,2015-05-21,Alprazolam,39.0,6.033333333333333,57.0,5,34.01585414599154,58.972833289389015,0,19,25,8,29,53,327,120
5/22/2015,N05B,8.0,2015-05-22,Alprazolam,43.0,5.9,55.0,5,36.90388350784793,51.340207300029356,0,34,33,1,19,66,271,120
5/23/2015,N05B,10.0,2015-05-23,Alprazolam,43.0,6.066666666666666,53.0,5,34.2540242804635,53.91522860240781,0,16,14,18,32,139,147,120
5/24/2015,N05B,5.0,2015-05-24,Alprazolam,49.0,6.133333333333334,47.0,5,35.441123058189824,53.48303116546459,0,29,34,5,28,12,163,120
5/25/2015,N05B,11.0,2015-05-25,Alprazolam,54.0,6.133333333333334,44.0,5,35.245002021016305,56.845112883283136,0,29,21,13,22,11,255,120
5/26/2015,N05B,11.0,2015-05-26,Alprazolam,59.0,6.4,45.0,5,37.192575524385674,55.14449107341159,0,18,13,9,24,11,63,120
5/27/2015,N05B,7.0,2015-05-27,Alprazolam,62.0,6.6,44.0,5,36.45711853650854,54.67550426039621,0,20,10,12,12,20,155,120
5/28/2015,N05B,3.0,2015-05-28,Alprazolam,57.0,6.5,46.0,5,33.05711206899932,49.46734988839828,0,15,44,12,13,35,86,120
5/29/2015,N05B,6.0,2015-05-29,Alprazolam,55.0,6.366666666666666,48.0,5,33.21867024983744,57.59510344189628,0,35,28,6,20,66,56,120
5/30/2015,N05B,4.0,2015-05-30,Alprazolam,53.0,6.5,48.0,5,35.8683647271037,54.34652255550479,0,20,33,2,27,72,117,120
5/31/2015,N05B,2.0,2015-05-31,Alprazolam,47.0,6.4,50.0,5,34.90349352893125,55.34698305283126,0,36,15,2,34,58,358,120
6/1/2015,N05B,12.0,2015-06-01,Alprazolam,44.0,6.333333333333333,54.0,6,29.317242324069355,77.75431033971837,1,66,20,3,27,62,37,120
6/2/2015,N05B,10.0,2015-06-02,Alprazolam,45.0,6.533333333333333,52.0,6,31.523441825991707,77.28251371154879,0,67,11,18,21,134,63,120
6/3/2015,N05B,9.0,2015-06-03,Alprazolam,44.0,6.733333333333333,56.0,6,30.281189073133365,84.49786327542706,0,75,23,6,22,49,180,120
6/4/2015,N05B,5.0,2015-06-04,Alprazolam,46.0,6.866666666666666,53.0,6,30.078686080334165,74.68028426521276,1,75,23,4,28,37,124,120
6/5/2015,N05B,6.0,2015-06-05,Alprazolam,48.0,6.833333333333333,59.0,6,31.169742961132574,76.83740291665168,1,66,43,18,21,71,315,120
6/6/2015,N05B,6.0,2015-06-06,Alprazolam,48.0,6.666666666666667,55.0,6,29.437336507584654,84.44147645800724,1,59,10,10,28,144,35,120
6/7/2015,N05B,6.0,2015-06-07,Alprazolam,50.0,6.733333333333333,55.0,6,32.35277847820883,81.92223914299596,0,79,32,5,29,115,141,120
6/8/2015,N05B,10.0,2015-06-08,Alprazolam,54.0,6.666666666666667,55.0,6,28.81792856515049,79.02361240477273,0,64,10,9,16,46,297,120
6/9/2015,N05B,14.0,2015-06-09,Alprazolam,52.0,6.633333333333334,54.0,6,30.98539359951313,83.73978894286596,0,75,37,0,12,125,51,120
6/10/2015,N05B,6.0,2015-06-10,Alprazolam,56.0,7.0,46.0,6,32.150749257989766,81.34058034918803,0,77,43,7,18,87,102,120
6/11/2015,N05B,11.0,2015-06-11,Alprazolam,53.0,7.1,50.0,6,27.93405676609185,80.69798027592326,0,68,41,18,27,52,129,120
6/12/2015,N05B,2.0,2015-06-12,Alprazolam,59.0,7.033333333333333,43.0,6,29.484997236221325,80.67668605130726,1,50,32,14,12,38,162,120
6/13/2015,N05B,6.0,2015-06-13,Alprazolam,55.0,6.933333333333334,54.0,6,31.713311089328336,81.39571465164349,0,83,44,6,30,134,111,120
6/14/2015,N05B,6.0,2015-06-14,Alprazolam,55.0,7.1,53.0,6,31.735866821596538,81.51707750389235,0,87,37,17,13,134,45,120
6/15/2015,N05B,9.0,2015-06-15,Alprazolam,55.0,7.033333333333333,52.0,6,29.742756599417643,86.58791915868787,1,73,14,5,27,99,255,120
6/16/2015,N05B,6.0,2015-06-16,Alprazolam,54.0,7.2,43.0,6,28.897993359484712,79.41532156498198,1,73,25,11,22,73,88,120
6/17/2015,N05B,10.0,2015-06-17,Alprazolam,46.0,7.4,44.0,6,31.433903733496145,79.50785843555539,0,67,29,6,19,108,171,120
6/18/2015,N05B,4.0,2015-06-18,Alprazolam,50.0,7.533333333333333,39.0,6,31.775323653872405,76.28932043728786,0,50,29,13,19,143,138,120
6/19/2015,N05B,13.0,2015-06-19,Alprazolam,43.0,7.4,39.0,6,28.25300497723141,79.84430783953695,0,59,26,1,23,85,178,120
6/20/2015,N05B,5.0,2015-06-20,Alprazolam,54.0,7.433333333333334,29.0,6,28.19412952655043,85.58866069863446,0,53,14,5,16,106,236,120
6/21/2015,N05B,5.0,2015-06-21,Alprazolam,53.0,7.433333333333334,34.0,6,30.3378850229754,82.95345500730397,1,63,29,11,31,15,143,120
6/22/2015,N05B,0.0,2015-06-22,Alprazolam,52.0,7.333333333333333,29.0,6,30.94404095014334,78.36899676837402,0,70,14,3,22,141,108,120
6/23/2015,N05B,7.0,2015-06-23,Alprazolam,43.0,7.0,44.0,6,29.55139637215492,80.09012409356386,1,75,12,14,19,23,290,120
6/24/2015,N05B,5.0,2015-06-24,Alprazolam,44.0,7.066666666666666,49.0,6,31.018940729973522,76.11068487324502,1,87,41,4,27,94,270,120
6/25/2015,N05B,4.0,2015-06-25,Alprazolam,39.0,6.866666666666666,58.0,6,28.934795089743925,77.09264196710508,1,54,34,17,10,96,215,120
6/26/2015,N05B,3.0,2015-06-26,Alprazolam,39.0,6.633333333333334,57.0,6,26.827959601389395,80.44832345784116,1,64,43,0,18,47,300,120
6/27/2015,N05B,10.0,2015-06-27,Alprazolam,29.0,6.5,64.0,6,29.364148391501107,78.51663619153864,1,73,10,8,15,28,320,120
6/28/2015,N05B,0.0,2015-06-28,Alprazolam,34.0,6.733333333333333,56.0,6,30.094848219769652,76.86620063186474,0,59,11,17,20,148,159,120
6/29/2015,N05B,15.0,2015-06-29,Alprazolam,29.0,6.533333333333333,66.0,6,29.586240060155315,81.46952229421368,1,84,19,7,19,63,164,120
6/30/2015,N05B,12.0,2015-06-30,Alprazolam,44.0,6.9,59.0,6,28.262095104510774,79.75324974004003,1,66,27,13,32,126,288,120
7/1/2015,N05B,14.0,2015-07-01,Alprazolam,49.0,7.233333333333333,52.0,7,25.276526536181773,83.29734888492688,1,81,22,62,34,65,323,120
7/2/2015,N05B,3.0,2015-07-02,Alprazolam,58.0,7.3,44.0,7,27.22886679344815,81.77455910149664,0,58,31,79,22,54,303,120
7/3/2015,N05B,10.0,2015-07-03,Alprazolam,57.0,7.066666666666666,45.0,7,29.346483657474614,86.28996550427723,1,80,16,64,30,21,37,120
7/4/2015,N05B,2.0,2015-07-04,Alprazolam,64.0,7.1,50.0,7,29.884296159120524,83.23520456967542,1,64,40,57,34,54,71,120
7/5/2015,N05B,10.0,2015-07-05,Alprazolam,56.0,7.0,57.0,7,29.781570076207682,82.39326578058804,1,52,41,54,18,67,327,120
7/6/2015,N05B,8.0,2015-07-06,Alprazolam,66.0,7.133333333333334,52.0,7,26.77613569727717,91.38690760420626,1,89,11,63,34,102,211,120
7/7/2015,N05B,5.0,2015-07-07,Alprazolam,59.0,7.2,49.0,7,26.269440514554454,87.70686733040412,1,84,13,63,17,102,133,120
7/8/2015,N05B,6.0,2015-07-08,Alprazolam,52.0,7.166666666666667,45.0,7,28.744951922469845,87.20366086532349,0,62,40,84,27,105,155,120
7/9/2015,N05B,4.0,2015-07-09,Alprazolam,44.0,7.033333333333333,44.0,7,28.952650017396888,87.43478255154776,1,71,17,63,28,84,279,120
7/10/2015,N05B,15.0,2015-07-10,Alprazolam,45.0,6.7,43.0,7,28.600254407800747,84.58650354762109,1,56,22,80,14,46,52,120
7/11/2015,N05B,9.0,2015-07-11,Alprazolam,50.0,7.0,31.0,7,24.978905088643355,89.2329284950425,1,69,11,73,32,57,327,120
