date,medicine_name,category,past_7_day_sales,past_30_day_avg_sales,current_stock,days_to_expiry,price_per_unit,daily_sales_real
2015-09-12,Cetirizine,R06,12,60,10,324,47,2.0
2015-09-13,Cetirizine,R06,20,90,28,130,331,3.0
2015-09-14,Cetirizine,R06,1,0,0,112,63,0.0
2015-09-15,Cetirizine,R06,33,150,47,326,31,5.0
2015-09-16,Cetirizine,R06,6,30,8,351,63,1.0
2015-09-17,Cetirizine,R06,14,60,14,115,336,2.0
2015-09-18,Cetirizine,R06,17,90,15,269,293,3.0
2015-09-19,Cetirizine,R06,39,150,29,237,127,5.0
2015-09-20,Cetirizine,R06,12,60,6,343,87,2.0
2015-09-21,Cetirizine,R06,13,60,18,141,249,2.0
2015-09-22,Cetirizine,R06,40,150,52,389,22,5.0
2015-09-23,Cetirizine,R06,6,30,4,301,232,1.0
2015-09-24,Cetirizine,R06,1,0,1,391,197,0.0
2015-09-25,Cetirizine,R06,17,90,23,109,96,3.0
2015-09-26,Cetirizine,R06,14,60,16,116,346,2.0
2015-09-27,Cetirizine,R06,8,30,8,122,317,1.0
2015-09-28,Cetirizine,R06,15,60,11,361,291,2.0
2015-09-29,Cetirizine,R06,1,0,0,390,25,0.0
2015-09-30,Cetirizine,R06,5,30,6,36,197,1.0
2015-10-01,Cetirizine,R06,14,60,12,397,54,2.0
2015-10-02,Cetirizine,R06,7,30,9,180,25,1.0
2015-10-03,Cetirizine,R06,11,60,12,126,313,2.0
2015-10-04,Cetirizine,R06,11,60,8,87,146,2.0
2015-10-05,Cetirizine,R06,39,150,24,270,213,5.0
2015-10-06,Cetirizine,R06,31,120,45,320,282,4.0
2015-10-07,Cetirizine,R06,15,60,14,285,193,2.0
2015-10-08,Cetirizine,R06,1,0,0,399,53,0.0
2015-10-09,Cetirizine,R06,13,60,12,257,327,2.0
2015-10-10,Cetirizine,R06,1,0,1,93,211,0.0
2015-10-11,Cetirizine,R06,41,150,54,306,180,5.0
2015-10-12,Cetirizine,R06,22,90,17,24,40,3.0
2015-10-13,Cetirizine,R06,6,30,5,210,171,1.0
2015-10-14,Cetirizine,R06,7,30,5,187,327,1.0
2015-10-15,Cetirizine,R06,7,30,10,384,257,1.0
2015-10-16,Cetirizine,R06,7,30,9,144,310,1.0
2015-10-17,Cetirizine,R06,7,30,8,238,350,1.0
2015-10-18,Cetirizine,R06,50,240,70,199,27,8.0
2015-10-19,Cetirizine,R06,1,0,1,330,42,0.0
2015-10-20,Cetirizine,R06,33,150,16,56,130,5.0
2015-10-21,Cetirizine,R06,32,120,29,101,28,4.0
2015-10-22,Cetirizine,R06,12,60,7,69,152,2.0
2015-10-23,Cetirizine,R06,16,60,10,234,279,2.0
2015-10-24,Cetirizine,R06,14,60,16,199,55,2.0
2015-10-25,Cetirizine,R06,32,120,27,214,188,4.0
2015-10-26,Cetirizine,R06,11,60,6,365,276,2.0
2015-10-27,Cetirizine,R06,17,90,14,148,247,3.0
2015-10-28,Cetirizine,R06,15,60,18,377,305,2.0
2015-10-29,Cetirizine,R06,6,30,3,113,15,1.0
2015-10-30,Cetirizine,R06,23,90,26,196,17,3.0
2015-10-31,Cetirizine,R06,7,30,4,48,338,1.0
2015-11-01,Cetirizine,R06,1,0,0,167,136,0.0
2015-11-02,Cetirizine,R06,14,60,18,33,181,2.0
2015-11-03,Cetirizine,R06,1,0,0,44,18,0.0
2015-11-04,Cetirizine,R06,29,120,26,134,200,4.0
2015-11-05,Cetirizine,R06,16,60,13,225,207,2.0
2015-11-06,Cetirizine,R06,1,0,0,324,192,0.0
2015-11-07,Cetirizine,R06,6,30,5,81,223,1.0
2015-11-08,Cetirizine,R06,7,30,7,84,219,1.0
2015-11-09,Cetirizine,R06,7,30,4,294,195,1.0
2015-11-10,Cetirizine,R06,16,60,20,360,213,2.0
2015-11-11,Cetirizine,R06,17,90,18,172,87,3.0
2015-11-12,Cetirizine,R06,1,0,0,261,135,0.0
2015-11-13,Cetirizine,R06,1,0,0,36,50,0.0
2015-11-14,Cetirizine,R06,8,30,6,140,117,1.0
2015-11-15,Cetirizine,R06,1,0,1,260,51,0.0
2015-11-16,Cetirizine,R06,13,60,7,91,205,2.0
2015-11-17,Cetirizine,R06,16,60,15,117,72,2.0
2015-11-18,Cetirizine,R06,16,60,22,188,179,2.0
2015-11-19,Cetirizine,R06,1,0,0,148,197,0.0
2015-11-20,Cetirizine,R06,21,90,25,180,143,3.0
2015-11-21,Cetirizine,R06,23,90,22,375,219,3.0
2015-11-22,Cetirizine,R06,6,30,8,182,24,1.0
2015-11-23,Cetirizine,R06,14,60,8,37,292,2.0
2015-11-24,Cetirizine,R06,41,150,25,295,291,5.0
2015-11-25,Cetirizine,R06,20,90,24,192,24,3.0
2015-11-26,Cetirizine,R06,1,0,0,44,232,0.0
2015-11-27,Cetirizine,R06,1,0,0,188,116,0.0
2015-11-28,Cetirizine,R06,6,30,4,145,116,1.0
2015-11-29,Cetirizine,R06,1,0,1,385,345,0.0
2015-11-30,Cetirizine,R06,21,90,13,74,150,3.0
2015-12-01,Cetirizine,R06,8,30,6,211,39,1.0
2015-12-02,Cetirizine,R06,1,0,1,64,304,0.0
2015-12-03,Cetirizine,R06,7,30,7,322,326,1.0
2015-12-04,Cetirizine,R06,6,30,7,166,129,1.0
2015-12-05,Cetirizine,R06,14,69,17,330,277,2.33
2015-12-06,Cetirizine,R06,6,30,4,259,344,1.0
2015-12-07,Cetirizine,R06,50,180,37,239,242,6.0
2015-12-08,Cetirizine,R06,1,0,0,277,19,0.0
2015-12-09,Cetirizine,R06,8,30,7,291,292,1.0
2015-12-10,Cetirizine,R06,13,63,16,282,346,2.1
2015-12-11,Cetirizine,R06,7,30,10,368,18,1.0
2015-12-12,Cetirizine,R06,5,30,5,92,220,1.0
2015-12-13,Cetirizine,R06,1,0,0,320,111,0.0
2015-12-14,Cetirizine,R06,6,30,6,16,94,1.0
2015-12-15,Cetirizine,R06,8,30,10,133,222,1.0
2015-12-16,Cetirizine,R06,1,0,1,86,219,0.0
2015-12-17,Cetirizine,R06,13,60,14,177,339,2.0
2015-12-18,Cetirizine,R06,5,30,6,279,156,1.0
2015-12-19,Cetirizine,R06,1,0,0,65,270,0.0
2015-12-20,Cetirizine,R06,5,30,5,118,136,1.0
2015-12-21,Cetirizine,R06,2,12,1,188,223,0.4
2015-12-22,Cetirizine,R06,7,30,8,99,89,1.0
2015-12-23,Cetirizine,R06,1,0,1,12,297,0.0
2015-12-24,Cetirizine,R06,1,0,0,361,44,0.0
2015-12-25,Cetirizine,R06,8,30,5,369,301,1.0
2015-12-26,Cetirizine,R06,32,129,16,376,136,4.3
2015-12-27,Cetirizine,R06,31,138,27,192,130,4.6
2015-12-28,Cetirizine,R06,8,30,7,131,264,1.0
2015-12-29,Cetirizine,R06,23,90,19,311,281,3.0
2015-12-30,Cetirizine,R06,13,60,10,107,298,2.0
2015-12-31,Cetirizine,R06,6,30,3,63,270,1.0
2016-01-01,Cetirizine,R06,1,0,1,329,77,0.0
2016-01-02,Cetirizine,R06,32,150,22,168,191,5.0
2016-01-03,Cetirizine,R06,6,30,5,310,334,1.0
2016-01-04,Cetirizine,R06,7,30,7,348,42,1.0
2016-01-05,Cetirizine,R06,5,30,5,127,313,1.0
2016-01-06,Cetirizine,R06,16,60,23,244,44,2.0
2016-01-07,Cetirizine,R06,1,0,1,134,283,0.0
2016-01-08,Cetirizine,R06,14,60,19,142,46,2.0
2016-01-09,Cetirizine,R06,17,90,15,94,335,3.0
2016-01-10,Cetirizine,R06,1,0,1,262,177,0.0
2016-01-11,Cetirizine,R06,24,120,16,75,315,4.0
2016-01-12,Cetirizine,R06,1,0,0,395,274,0.0
2016-01-13,Cetirizine,R06,11,60,14,96,238,2.0
2016-01-14,Cetirizine,R06,14,60,8,304,34,2.0
2016-01-15,Cetirizine,R06,11,60,11,129,169,2.0
2016-01-16,Cetirizine,R06,7,30,3,345,290,1.0
2016-01-17,Cetirizine,R06,5,30,6,315,128,1.0
2016-01-18,Cetirizine,R06,12,60,7,277,58,2.0
2016-01-19,Cetirizine,R06,24,90,29,215,197,3.0
2016-01-20,Cetirizine,R06,12,60,17,319,323,2.0
2016-01-21,Cetirizine,R06,30,150,31,113,167,5.0
2016-01-22,Cetirizine,R06,1,0,1,373,114,0.0
2016-01-23,Cetirizine,R06,13,60,15,147,117,2.0
2016-01-24,Cetirizine,R06,19,90,18,25,303,3.0
2016-01-25,Cetirizine,R06,9,45,6,93,288,1.5
2016-01-26,Cetirizine,R06,1,0,1,389,174,0.0
2016-01-27,Cetirizine,R06,11,60,13,202,347,2.0
2016-01-28,Cetirizine,R06,18,90,19,278,179,3.0
2016-01-29,Cetirizine,R06,16,60,23,165,244,2.0
2016-01-30,Cetirizine,R06,13,60,17,50,165,2.0
2016-01-31,Cetirizine,R06,14,60,12,245,61,2.0
2016-02-01,Cetirizine,R06,6,30,3,63,152,1.0
2016-02-02,Cetirizine,R06,6,30,4,193,124,1.0
2016-02-03,Cetirizine,R06,1,0,0,150,48,0.0
2016-02-04,Cetirizine,R06,23,120,27,385,332,4.0
2016-02-05,Cetirizine,R06,8,30,11,390,180,1.0
2016-02-06,Cetirizine,R06,15,60,9,117,189,2.0
2016-02-07,Cetirizine,R06,6,30,6,321,43,1.0
2016-02-08,Cetirizine,R06,6,30,4,53,137,1.0
2016-02-09,Cetirizine,R06,11,60,8,199,46,2.0
2016-02-10,Cetirizine,R06,12,60,7,386,127,2.0
2016-02-11,Cetirizine,R06,29,120,35,388,288,4.0
2016-02-12,Cetirizine,R06,7,30,10,34,50,1.0
2016-02-13,Cetirizine,R06,13,60,17,49,64,2.0
2016-02-14,Cetirizine,R06,27,120,32,75,116,4.0
2016-02-15,Cetirizine,R06,1,0,1,187,147,0.0
2016-02-16,Cetirizine,R06,17,90,19,199,88,3.0
2016-02-17,Cetirizine,R06,1,0,0,376,287,0.0
2016-02-18,Cetirizine,R06,6,30,3,74,180,1.0
2016-02-19,Cetirizine,R06,6,30,3,375,226,1.0
2016-02-20,Cetirizine,R06,21,90,22,135,107,3.0
2016-02-21,Cetirizine,R06,33,120,42,202,324,4.0
2016-02-22,Cetirizine,R06,25,120,31,206,215,4.0
2016-02-23,Cetirizine,R06,22,90,20,370,325,3.0
2016-02-24,Cetirizine,R06,5,30,6,200,298,1.0
2016-02-25,Cetirizine,R06,21,90,12,375,260,3.0
2016-02-26,Cetirizine,R06,7,30,6,117,67,1.0
2016-02-27,Cetirizine,R06,13,60,10,155,190,2.0
2016-02-28,Cetirizine,R06,36,150,43,153,180,5.0
2016-02-29,Cetirizine,R06,7,30,9,197,184,1.0
2016-03-01,Cetirizine,R06,12,60,14,306,292,2.0
2016-03-02,Cetirizine,R06,1,0,0,165,304,0.0
2016-03-03,Cetirizine,R06,31,120,44,358,336,4.0
2016-03-04,Cetirizine,R06,1,0,1,43,194,0.0
2016-03-05,Cetirizine,R06,41,150,57,83,276,5.0
2016-03-06,Cetirizine,R06,54,210,71,25,233,7.0
2016-03-07,Cetirizine,R06,6,30,8,147,325,1.0
2016-03-08,Cetirizine,R06,24,90,32,235,330,3.0
2016-03-09,Cetirizine,R06,27,120,20,394,139,4.0
2016-03-10,Cetirizine,R06,11,60,16,278,308,2.0
2016-03-11,Cetirizine,R06,6,30,5,248,53,1.0
2016-03-12,Cetirizine,R06,5,30,4,132,132,1.0
2016-03-13,Cetirizine,R06,2,10,2,288,191,0.34
2016-03-14,Cetirizine,R06,6,30,8,96,212,1.0
2016-03-15,Cetirizine,R06,17,90,9,43,154,3.0
2016-03-16,Cetirizine,R06,23,120,34,221,60,4.0
2016-03-17,Cetirizine,R06,32,150,26,277,279,5.0
2016-03-18,Cetirizine,R06,24,90,32,108,298,3.0
2016-03-19,Cetirizine,R06,40,150,46,197,187,5.0
2016-03-20,Cetirizine,R06,35,150,48,153,258,5.0
2016-03-21,Cetirizine,R06,41,210,28,107,116,7.0
2016-03-22,Cetirizine,R06,11,60,7,131,329,2.0
2016-03-23,Cetirizine,R06,18,90,18,232,62,3.0
2016-03-24,Cetirizine,R06,14,60,9,206,346,2.0
2016-03-25,Cetirizine,R06,20,90,29,357,168,3.0
2016-03-26,Cetirizine,R06,28,150,33,145,272,5.0
2016-03-27,Cetirizine,R06,24,120,34,27,20,4.0
2016-03-28,Cetirizine,R06,29,135,20,282,135,4.5
2016-03-29,Cetirizine,R06,7,30,5,15,229,1.0
2016-03-30,Cetirizine,R06,41,150,22,161,123,5.0
2016-03-31,Cetirizine,R06,34,150,25,289,328,5.0
2016-04-01,Cetirizine,R06,65,315,77,207,115,10.5
2016-04-02,Cetirizine,R06,54,222,66,135,124,7.4
2016-04-03,Cetirizine,R06,82,330,92,116,227,11.0
2016-04-04,Cetirizine,R06,14,60,14,63,183,2.0
2016-04-05,Cetirizine,R06,94,360,85,111,28,12.0
2016-04-06,Cetirizine,R06,17,90,9,115,334,3.0
2016-04-07,Cetirizine,R06,59,245,69,322,67,8.2
2016-04-08,Cetirizine,R06,29,132,30,247,330,4.4
2016-04-09,Cetirizine,R06,19,90,20,49,39,3.0
2016-04-10,Cetirizine,R06,57,240,62,133,125,8.0
2016-04-11,Cetirizine,R06,34,180,27,315,339,6.0
2016-04-12,Cetirizine,R06,36,150,27,247,295,5.0
2016-04-13,Cetirizine,R06,23,90,14,329,147,3.0
2016-04-14,Cetirizine,R06,48,180,34,339,171,6.0
2016-04-15,Cetirizine,R06,23,126,22,320,199,4.2
2016-04-16,Cetirizine,R06,51,255,68,273,214,8.5
2016-04-17,Cetirizine,R06,58,216,36,340,192,7.2
2016-04-18,Cetirizine,R06,44,210,27,55,209,7.0
2016-04-19,Cetirizine,R06,28,120,14,195,321,4.0
2016-04-20,Cetirizine,R06,18,90,25,397,213,3.0
2016-04-21,Cetirizine,R06,17,69,24,57,85,2.3
2016-04-22,Cetirizine,R06,6,30,8,299,188,1.0
2016-04-23,Cetirizine,R06,28,135,23,331,151,4.5
2016-04-24,Cetirizine,R06,28,150,37,104,59,5.0
2016-04-25,Cetirizine,R06,17,75,9,239,290,2.5
2016-04-26,Cetirizine,R06,13,60,13,21,15,2.0
2016-04-27,Cetirizine,R06,15,60,15,62,37,2.0
2016-04-28,Cetirizine,R06,95,360,105,307,35,12.0
2016-04-29,Cetirizine,R06,26,96,28,380,350,3.2
2016-04-30,Cetirizine,R06,26,135,33,282,167,4.5
2016-05-01,Cetirizine,R06,1,0,0,177,181,0.0
2016-05-02,Cetirizine,R06,11,60,12,286,187,2.0
2016-05-03,Cetirizine,R06,14,60,20,163,101,2.0
2016-05-04,Cetirizine,R06,11,60,5,333,155,2.0
2016-05-05,Cetirizine,R06,13,60,17,131,166,2.0
2016-05-06,Cetirizine,R06,22,90,15,356,256,3.0
2016-05-07,Cetirizine,R06,58,300,77,64,90,10.0
2016-05-08,Cetirizine,R06,72,330,68,163,162,11.0
2016-05-09,Cetirizine,R06,39,150,36,242,204,5.0
2016-05-10,Cetirizine,R06,23,105,29,159,306,3.5
2016-05-11,Cetirizine,R06,13,60,8,25,276,2.0
2016-05-12,Cetirizine,R06,1,0,0,316,299,0.0
2016-05-13,Cetirizine,R06,34,150,31,330,349,5.0
2016-05-14,Cetirizine,R06,6,30,8,346,325,1.0
2016-05-15,Cetirizine,R06,30,120,18,24,41,4.0
2016-05-16,Cetirizine,R06,24,90,24,326,330,3.0
2016-05-17,Cetirizine,R06,24,96,13,269,111,3.2
2016-05-18,Cetirizine,R06,33,150,48,171,149,5.0
2016-05-19,Cetirizine,R06,20,90,26,247,305,3.0
2016-05-20,Cetirizine,R06,28,150,41,334,70,5.0
2016-05-21,Cetirizine,R06,29,150,34,377,309,5.0
2016-05-22,Cetirizine,R06,69,300,64,258,176,10.0
2016-05-23,Cetirizine,R06,25,120,17,219,188,4.0
2016-05-24,Cetirizine,R06,16,60,12,349,22,2.0
2016-05-25,Cetirizine,R06,6,36,3,309,116,1.2
2016-05-26,Cetirizine,R06,59,270,50,39,288,9.0
2016-05-27,Cetirizine,R06,49,180,31,51,282,6.0
2016-05-28,Cetirizine,R06,50,270,57,95,179,9.0
2016-05-29,Cetirizine,R06,75,276,103,324,303,9.2
2016-05-30,Cetirizine,R06,53,240,46,117,322,8.0
2016-05-31,Cetirizine,R06,12,60,12,99,308,2.0
2016-06-01,Cetirizine,R06,31,150,20,88,246,5.0
2016-06-02,Cetirizine,R06,8,30,4,271,348,1.0
2016-06-03,Cetirizine,R06,42,210,60,22,336,7.0
2016-06-04,Cetirizine,R06,29,120,36,294,230,4.0
2016-06-05,Cetirizine,R06,30,120,44,160,239,4.0
2016-06-06,Cetirizine,R06,34,180,41,85,71,6.0
2016-06-07,Cetirizine,R06,19,90,11,114,109,3.0
2016-06-08,Cetirizine,R06,44,180,35,352,314,6.0
2016-06-09,Cetirizine,R06,27,126,37,204,170,4.2
2016-06-10,Cetirizine,R06,32,150,44,108,262,5.0
2016-06-11,Cetirizine,R06,51,240,37,336,103,8.0
2016-06-12,Cetirizine,R06,36,180,24,325,297,6.0
2016-06-13,Cetirizine,R06,13,60,12,253,302,2.0
2016-06-14,Cetirizine,R06,18,90,25,221,221,3.0
2016-06-15,Cetirizine,R06,43,180,40,356,64,6.0
2016-06-16,Cetirizine,R06,19,90,18,267,143,3.0
2016-06-17,Cetirizine,R06,29,120,40,111,152,4.0
2016-06-18,Cetirizine,R06,25,120,32,232,241,4.0
2016-06-19,Cetirizine,R06,121,450,119,237,258,15.0
2016-06-20,Cetirizine,R06,43,180,54,45,286,6.0
2016-06-21,Cetirizine,R06,39,168,25,193,342,5.6
2016-06-22,Cetirizine,R06,14,60,20,69,303,2.0
2016-06-23,Cetirizine,R06,17,90,15,108,308,3.0
2016-06-24,Cetirizine,R06,15,60,20,261,261,2.0
2016-06-25,Cetirizine,R06,27,120,37,151,196,4.0
2016-06-26,Cetirizine,R06,21,90,19,190,285,3.0
2016-06-27,Cetirizine,R06,16,60,10,395,340,2.0
2016-06-28,Cetirizine,R06,56,210,63,213,172,7.0
2016-06-29,Cetirizine,R06,11,60,13,18,33,2.0
2016-06-30,Cetirizine,R06,12,60,13,250,28,2.0
2016-07-01,Cetirizine,R06,42,210,28,234,108,7.0
2016-07-02,Cetirizine,R06,19,90,17,347,165,3.0
2016-07-03,Cetirizine,R06,28,150,28,277,217,5.0
2016-07-04,Cetirizine,R06,44,180,43,335,80,6.0
2016-07-05,Cetirizine,R06,19,90,26,249,150,3.0
2016-07-06,Cetirizine,R06,25,120,17,168,73,4.0
2016-07-07,Cetirizine,R06,12,60,14,161,263,2.0
2016-07-08,Cetirizine,R06,30,129,23,266,160,4.3
2016-07-09,Cetirizine,R06,11,60,15,172,86,2.0
2016-07-10,Cetirizine,R06,24,90,26,317,245,3.0
2016-07-11,Cetirizine,R06,48,186,54,78,251,6.2
2016-07-12,Cetirizine,R06,29,120,37,191,218,4.0
2016-07-13,Cetirizine,R06,13,60,6,215,218,2.0
2016-07-14,Cetirizine,R06,31,150,43,146,52,5.0
2016-07-15,Cetirizine,R06,22,99,11,92,276,3.33
2016-07-16,Cetirizine,R06,48,240,56,44,237,8.0
2016-07-17,Cetirizine,R06,30,120,43,359,270,4.0
2016-07-18,Cetirizine,R06,31,120,16,134,323,4.0
2016-07-19,Cetirizine,R06,12,60,14,125,61,2.0
2016-07-20,Cetirizine,R06,33,150,24,126,269,5.0
2016-07-21,Cetirizine,R06,11,60,8,55,32,2.0
2016-07-22,Cetirizine,R06,15,60,21,103,44,2.0
2016-07-23,Cetirizine,R06,32,150,40,206,35,5.0
2016-07-24,Cetirizine,R06,15,60,15,362,188,2.0
2016-07-25,Cetirizine,R06,26,120,15,318,331,4.0
2016-07-26,Cetirizine,R06,14,60,9,247,241,2.0
2016-07-27,Cetirizine,R06,15,60,20,54,326,2.0
2016-07-28,Cetirizine,R06,24,90,30,246,295,3.0
2016-07-29,Cetirizine,R06,13,60,12,145,270,2.0
2016-07-30,Cetirizine,R06,35,180,41,59,310,6.0
2016-07-31,Cetirizine,R06,32,120,33,227,245,4.0
2016-08-01,Cetirizine,R06,45,180,40,368,49,6.0
2016-08-02,Cetirizine,R06,7,30,6,205,196,1.0
2016-08-03,Cetirizine,R06,23,90,12,188,94,3.0
2016-08-04,Cetirizine,R06,33,120,23,217,192,4.0
2016-08-05,Cetirizine,R06,8,39,11,330,292,1.3
2016-08-06,Cetirizine,R06,14,60,14,71,242,2.0
2016-08-07,Cetirizine,R06,20,90,21,253,316,3.0
2016-08-08,Cetirizine,R06,22,120,30,278,321,4.0
2016-08-09,Cetirizine,R06,29,120,15,242,325,4.0
2016-08-10,Cetirizine,R06,11,60,9,269,192,2.0
2016-08-11,Cetirizine,R06,14,60,9,161,304,2.0
2016-08-12,Cetirizine,R06,15,60,12,132,17,2.0
2016-08-13,Cetirizine,R06,34,150,26,229,171,5.0
2016-08-14,Cetirizine,R06,1,0,0,17,184,0.0
2016-08-15,Cetirizine,R06,13,60,19,13,277,2.0
2016-08-16,Cetirizine,R06,24,105,35,96,119,3.5
2016-08-17,Cetirizine,R06,28,150,34,362,202,5.0
2016-08-18,Cetirizine,R06,6,30,3,341,17,1.0
2016-08-19,Cetirizine,R06,29,120,40,350,204,4.0
2016-08-20,Cetirizine,R06,39,180,55,272,141,6.0
2016-08-21,Cetirizine,R06,5,30,5,185,320,1.0
2016-08-22,Cetirizine,R06,45,180,52,203,169,6.0
2016-08-23,Cetirizine,R06,8,36,7,201,55,1.2
2016-08-24,Cetirizine,R06,18,90,12,226,291,3.0
2016-08-25,Cetirizine,R06,35,150,30,187,218,5.0
2016-08-26,Cetirizine,R06,1,0,0,101,138,0.0
2016-08-27,Cetirizine,R06,1,0,1,291,226,0.0
2016-08-28,Cetirizine,R06,11,60,10,180,73,2.0
2016-08-29,Cetirizine,R06,7,39,8,13,90,1.3
2016-08-30,Cetirizine,R06,1,0,1,248,278,0.0
2016-08-31,Cetirizine,R06,41,150,44,162,55,5.0
2016-09-01,Cetirizine,R06,19,90,16,313,313,3.0
2016-09-02,Cetirizine,R06,14,60,12,84,58,2.0
2016-09-03,Cetirizine,R06,29,120,15,266,231,4.0
2016-09-04,Cetirizine,R06,31,150,26,180,290,5.0
2016-09-05,Cetirizine,R06,30,120,32,163,210,4.0
2016-09-06,Cetirizine,R06,17,90,10,256,112,3.0
2016-09-07,Cetirizine,R06,23,90,16,158,212,3.0
2016-09-08,Cetirizine,R06,1,0,0,148,138,0.0
2016-09-09,Cetirizine,R06,20,90,12,359,306,3.0
2016-09-10,Cetirizine,R06,19,90,26,214,70,3.0
2016-09-11,Cetirizine,R06,30,120,15,147,318,4.0
2016-09-12,Cetirizine,R06,30,120,25,310,137,4.0
2016-09-13,Cetirizine,R06,1,0,1,395,236,0.0
2016-09-14,Cetirizine,R06,12,60,7,385,147,2.0
2016-09-15,Cetirizine,R06,8,30,6,28,197,1.0
2016-09-16,Cetirizine,R06,1,0,1,61,116,0.0
2016-09-17,Cetirizine,R06,33,122,21,315,25,4.1
2016-09-18,Cetirizine,R06,7,30,9,209,274,1.0
2016-09-19,Cetirizine,R06,6,30,8,186,82,1.0
2016-09-20,Cetirizine,R06,5,30,5,146,345,1.0
2016-09-21,Cetirizine,R06,12,60,10,378,279,2.0
2016-09-22,Cetirizine,R06,21,90,20,100,342,3.0
2016-09-23,Cetirizine,R06,8,30,10,270,97,1.0
2016-09-24,Cetirizine,R06,7,30,3,282,61,1.0
2016-09-25,Cetirizine,R06,16,60,18,345,130,2.0
2016-09-26,Cetirizine,R06,6,30,3,336,26,1.0
2016-09-27,Cetirizine,R06,19,90,18,91,37,3.0
2016-09-28,Cetirizine,R06,33,120,18,192,32,4.0
2016-09-29,Cetirizine,R06,8,36,7,394,231,1.2
2016-09-30,Cetirizine,R06,17,90,20,221,70,3.0
2016-10-01,Cetirizine,R06,15,60,20,190,54,2.0
2016-10-02,Cetirizine,R06,21,90,13,108,155,3.0
2016-10-03,Cetirizine,R06,19,90,27,226,210,3.0
2016-10-04,Cetirizine,R06,18,75,11,262,191,2.5
2016-10-05,Cetirizine,R06,6,30,6,339,291,1.0
2016-10-06,Cetirizine,R06,1,0,1,86,131,0.0
2016-10-07,Cetirizine,R06,6,30,5,321,44,1.0
2016-10-08,Cetirizine,R06,35,150,22,302,62,5.0
2016-10-09,Cetirizine,R06,6,30,3,189,287,1.0
2016-10-10,Cetirizine,R06,6,30,6,122,116,1.0
2016-10-11,Cetirizine,R06,5,30,5,329,325,1.0
2016-10-12,Cetirizine,R06,11,60,9,343,39,2.0
2016-10-13,Cetirizine,R06,14,69,8,132,281,2.3
2016-10-14,Cetirizine,R06,6,30,3,235,235,1.0
2016-10-15,Cetirizine,R06,6,30,3,65,223,1.0
2016-10-16,Cetirizine,R06,36,150,27,165,64,5.0
2016-10-17,Cetirizine,R06,6,30,5,131,139,1.0
2016-10-18,Cetirizine,R06,23,93,24,238,83,3.1
2016-10-19,Cetirizine,R06,5,30,3,81,308,1.0
2016-10-20,Cetirizine,R06,12,60,9,186,343,2.0
2016-10-21,Cetirizine,R06,16,60,18,311,84,2.0
2016-10-22,Cetirizine,R06,30,120,43,19,275,4.0
2016-10-23,Cetirizine,R06,14,60,19,225,343,2.0
2016-10-24,Cetirizine,R06,7,30,4,376,41,1.0
2016-10-25,Cetirizine,R06,1,0,1,145,19,0.0
2016-10-26,Cetirizine,R06,7,30,7,353,97,1.0
2016-10-27,Cetirizine,R06,1,0,1,233,275,0.0
2016-10-28,Cetirizine,R06,1,0,0,267,242,0.0
2016-10-29,Cetirizine,R06,39,150,52,175,274,5.0
2016-10-30,Cetirizine,R06,12,60,8,114,299,2.0
2016-10-31,Cetirizine,R06,31,150,44,52,27,5.0
2016-11-01,Cetirizine,R06,20,90,16,379,222,3.0
2016-11-02,Cetirizine,R06,22,90,28,238,227,3.0
2016-11-03,Cetirizine,R06,7,30,7,330,95,1.0
2016-11-04,Cetirizine,R06,33,126,19,21,42,4.2
2016-11-05,Cetirizine,R06,12,60,16,136,81,2.0
2016-11-06,Cetirizine,R06,31,150,42,387,21,5.0
2016-11-07,Cetirizine,R06,8,30,11,57,126,1.0
2016-11-08,Cetirizine,R06,19,90,14,279,175,3.0
2016-11-09,Cetirizine,R06,1,0,0,396,248,0.0
2016-11-10,Cetirizine,R06,20,102,11,299,61,3.4
2016-11-11,Cetirizine,R06,6,30,6,143,102,1.0
2016-11-12,Cetirizine,R06,9,36,6,266,149,1.2
2016-11-13,Cetirizine,R06,7,30,6,128,217,1.0
2016-11-14,Cetirizine,R06,6,30,8,203,306,1.0
2016-11-15,Cetirizine,R06,5,30,3,171,178,1.0
2016-11-16,Cetirizine,R06,7,30,10,390,256,1.0
2016-11-17,Cetirizine,R06,9,42,10,322,217,1.4
2016-11-18,Cetirizine,R06,14,60,16,261,324,2.0
2016-11-19,Cetirizine,R06,12,60,15,32,57,2.0
2016-11-20,Cetirizine,R06,15,60,16,79,60,2.0
2016-11-21,Cetirizine,R06,24,90,31,195,242,3.0
2016-11-22,Cetirizine,R06,11,60,9,137,69,2.0
2016-11-23,Cetirizine,R06,6,30,5,227,161,1.0
2016-11-24,Cetirizine,R06,17,90,11,293,94,3.0
2016-11-25,Cetirizine,R06,8,30,6,387,347,1.0
2016-11-26,Cetirizine,R06,13,60,16,142,342,2.0
2016-11-27,Cetirizine,R06,1,0,1,90,331,0.0
2016-11-28,Cetirizine,R06,1,0,1,197,177,0.0
2016-11-29,Cetirizine,R06,1,0,0,396,180,0.0
2016-11-30,Cetirizine,R06,1,0,0,261,28,0.0
2016-12-01,Cetirizine,R06,1,0,0,57,16,0.0
2016-12-02,Cetirizine,R06,1,6,0,49,286,0.2
2016-12-03,Cetirizine,R06,24,120,35,95,66,4.0
